,ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACIÓN,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS,MUNICIPIO_UNICO,PORCENTAJE_FEMINICIDIOS_UNICO
518,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,CAQUEZA,0.0106044538706257%
519,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,MARMATO,0.00772857253265322%
520,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,SANTO TOMÁS,0.00364351818115572%
521,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,MAHATES,0.00934492103541725%
522,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,AGUSTÍN CODAZZI,Colombia,,FEMENINO,1,48805,7,100%,0.0143427927466448%,OTANCHE,0.00724427702115329%
523,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Meta,ACTIVO,INVESTIGACIÓN,SIN DATO,SI,SI,SI,BARRANCA DE UPÍA,Colombia,,FEMENINO,1,4342,3,100%,0.0690925840626439%,SUSA,0.00337364843209689%
524,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,YUMBO,Colombia,Colombia,FEMENINO,1,131593,30,100%,0.0227975652200345%,ORITO,0.00346008788623231%
525,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,INDAGACIÓN,SIN DATO,NO,NO,NO,FUSAGASUGÁ,Colombia,Colombia,FEMENINO,1,147631,3,100%,0.00203209353049156%,SAN PEDRO,0.0441111601235112%
526,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,NO,NO,NO,YUMBO,Colombia,Colombia,MASCULINO,1,131593,30,100%,0.0227975652200345%,NUQUÍ,0.0159007791381778%
527,2019,2018,NO,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,INDAGACIÓN,SIN DATO,NO,NO,NO,YUMBO,Colombia,Colombia,FEMENINO,1,131593,30,100%,0.0227975652200345%,LA PINTADA,0.00719942404607631%
528,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,MEDELLÍN,Colombia,,FEMENINO,1,2569007,215,100%,0.00836899237721034%,TÁMESIS,0.0273897562311695%
529,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,VILLAVIEJA,0.0577700751010976%
530,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,BELLO,Colombia,,FEMENINO,1,500098,28,100%,0.00559890261508744%,EL DORADO,0.00952380952380952%
531,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,BELLO,Colombia,Colombia,FEMENINO,1,500098,28,100%,0.00559890261508744%,ICONONZO,0.0145560407569141%
532,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,SABANETA,Colombia,,FEMENINO,1,55230,4,100%,0.00724244070251675%,SOCHA,0.00158375698832771%
533,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,BELLO,Colombia,,FEMENINO,1,500098,28,100%,0.00559890261508744%,CAREPA,0.00296164667555161%
534,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,MEDELLÍN,Colombia,Colombia,MASCULINO,1,2569007,215,100%,0.00836899237721034%,PUERTO RICO,0.00756143667296786%
535,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,ITAGUI,Colombia,,FEMENINO,1,282815,26,100%,0.00919328889910365%,HATO COROZAL,0.00256858111579164%
536,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,ITAGUI,Colombia,Colombia,FEMENINO,1,282815,26,100%,0.00919328889910365%,CAJIBÍO,0.0131078778345786%
537,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,ALEJANDRÍA,Colombia,Colombia,FEMENINO,1,3278,1,100%,0.0305064063453325%,PADILLA,0.00197071517253611%
538,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,APARTADÓ,Colombia,,FEMENINO,1,206885,9,100%,0.00435024288856128%,CHINÚ,0.00751653638003608%
539,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,ITAGUI,Colombia,Colombia,FEMENINO,1,282815,26,100%,0.00919328889910365%,VIOTÁ,0.0173040318394186%
540,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,TURBO,Colombia,,FEMENINO,1,181377,9,100%,0.00496204039100878%,PAICOL,0.00876193814071673%
541,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,ITAGUI,Colombia,,FEMENINO,1,282815,26,100%,0.00919328889910365%,YACUANQUER,0.0143698807299899%
542,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,100%,0.00693658029817616%,BARICHARA,0.0174672489082969%
543,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,BARRANQUILLA,Colombia,,FEMENINO,1,1239804,86,100%,0.00693658029817616%,PIEDRAS,0.0031402103940964%
544,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,3,8380801,884,100%,0.0105479177944924%,ROLDANILLO,0.00514800514800515%
545,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,5,8380801,884,100%,0.0105479177944924%,ASTREA,0.0203376042302217%
546,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,2,8380801,884,100%,0.0105479177944924%,ALPUJARRA,0.0080742834073476%
547,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,VITERBO,0.00238237045860631%
548,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTO MAYOR DE 60,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,SIBATÉ,0.00239017161432191%
549,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTO MAYOR DE 60,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,,MASCULINO,1,8380801,884,100%,0.0105479177944924%,GUADUAS,0.0130616509926855%
550,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTO MAYOR DE 60,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,CERRO SAN ANTONIO,0.0157703832203123%
551,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,ADULTO MAYOR DE 60,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,CUBARRAL,0.0235427064695357%
552,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,2,8380801,884,100%,0.0105479177944924%,LOS ANDES,0.00377287304282211%
553,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,6,8380801,884,100%,0.0105479177944924%,BUESACO,0.0137042620254899%
554,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,SIMACOTA,0.00334526477770716%
555,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,PURIFICACIÓN,0.0129449838187702%
556,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,5,8380801,884,100%,0.0105479177944924%,JENESANO,0.0175377060680463%
557,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
558,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,,
559,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
560,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
561,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
562,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,2,8380801,884,100%,0.0105479177944924%,,
563,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
564,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,INFANCIA 6 - 11,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
565,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,JUVENTUD 18 - 28,NO,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
566,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,JUVENTUD 18 - 28,NO,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
567,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,JUICIO,SIN DATO,SI,SI,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
568,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,ARJONA,Colombia,Colombia,FEMENINO,1,79472,4,100%,0.0050332192470304%,,
569,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,CALAMAR,Colombia,Colombia,FEMENINO,1,24877,3,100%,0.012059331913012%,,
570,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,CARTAGENA,Colombia,,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
571,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
572,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
573,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,MAGANGUÉ,Colombia,Colombia,FEMENINO,1,123986,9,100%,0.00725888406755602%,,
574,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,CARTAGENA,Colombia,Venezuela,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
575,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,100%,0.00571221370633261%,,
576,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,EL DONCELLO,Colombia,Colombia,FEMENINO,1,22342,1,100%,0.00447587503356906%,,
577,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Casanare,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,TRINIDAD,Colombia,Colombia,FEMENINO,1,16587,3,100%,0.0180864532465184%,,
578,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,NO,NO,SILVIA,Colombia,Colombia,FEMENINO,1,32769,2,100%,0.00610332936616925%,,
579,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADOLESCENTE 14 - 17,SI,SI,NO,SILVIA,Colombia,Colombia,FEMENINO,1,32769,2,100%,0.00610332936616925%,,
580,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,LÓPEZ,Colombia,Colombia,MASCULINO,1,21019,3,100%,0.0142728007992768%,,
581,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,2,100681,24,100%,0.0238376654979589%,,
582,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,VILLA RICA,Colombia,Colombia,FEMENINO,1,17134,5,100%,0.0291817439010155%,,
583,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,BOLÍVAR,Colombia,Colombia,FEMENINO,1,44864,5,100%,0.0111447931526391%,,
584,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,LÓPEZ,Colombia,Colombia,FEMENINO,1,21019,3,100%,0.0142728007992768%,,
585,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,PUERTO TEJADA,Colombia,Colombia,FEMENINO,1,46215,9,100%,0.0194741966893866%,,
586,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,1,100681,24,100%,0.0238376654979589%,,
587,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,ACTIVO,TERMINACIÓN ANTICIPADA,SIN DATO,SI,NO,SI,POPAYÁN,Colombia,Colombia,FEMENINO,1,288636,41,100%,0.0142047423051872%,,
588,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,1,100681,24,100%,0.0238376654979589%,,
589,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,INDAGACIÓN,SIN DATO,SI,SI,NO,SANTANDER DE QUILICHAO,Colombia,,FEMENINO,1,100681,24,100%,0.0238376654979589%,,
590,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,QUIBDO,Colombia,Colombia,FEMENINO,1,116322,28,100%,0.0240711129451007%,,
591,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,QUIBDO,Colombia,Colombia,FEMENINO,1,116322,28,100%,0.0240711129451007%,,
592,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,MONTERÍA,Colombia,Colombia,FEMENINO,1,471867,23,100%,0.0048742548218036%,,
593,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,MONTERÍA,Colombia,,MASCULINO,1,471867,23,100%,0.0048742548218036%,,
594,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Córdoba,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,MONTERÍA,Colombia,Colombia,FEMENINO,1,471867,23,100%,0.0048742548218036%,,
595,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,100%,0.00669549252395401%,,
596,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,100%,0.00669549252395401%,,
597,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,SOACHA,Colombia,,FEMENINO,1,567546,38,100%,0.00669549252395401%,,
598,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,100%,0.00669549252395401%,,
599,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SOACHA,Colombia,,,1,567546,38,100%,0.00669549252395401%,,
600,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SOACHA,Colombia,,MASCULINO,1,567546,38,100%,0.00669549252395401%,,
601,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,SI,NO,MEDINA,Colombia,,FEMENINO,1,10225,2,100%,0.019559902200489%,,
602,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Guaviare,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,SAN JOSÉ DEL GUAVIARE,Colombia,Colombia,FEMENINO,1,70019,10,100%,0.0142818377868864%,,
603,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Guaviare,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,CALAMAR,Colombia,Colombia,FEMENINO,1,24877,3,100%,0.012059331913012%,,
604,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Guaviare,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,SAN JOSÉ DEL GUAVIARE,Colombia,Colombia,MASCULINO,1,70019,10,100%,0.0142818377868864%,,
605,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Guaviare,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,SAN JOSÉ DEL GUAVIARE,Colombia,Colombia,FEMENINO,1,70019,10,100%,0.0142818377868864%,,
606,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Guaviare,INACTIVO,INDAGACIÓN,PRIMERA INFANCIA 0 - 5,SI,SI,NO,SAN JOSÉ DEL GUAVIARE,Colombia,,FEMENINO,1,70019,10,100%,0.0142818377868864%,,
607,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,100%,0.00713354277414918%,,
608,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,CAMPOALEGRE,Colombia,,FEMENINO,1,35057,5,100%,0.0142624868071997%,,
609,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,NEIVA,Colombia,,FEMENINO,1,350457,25,100%,0.00713354277414918%,,
610,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Huila,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,NEIVA,Colombia,,MASCULINO,1,350457,25,100%,0.00713354277414918%,,
611,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,SANTA MARTA,Colombia,Colombia,FEMENINO,2,524031,75,100%,0.0143121303892327%,,
612,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,SANTA MARTA,Colombia,Venezuela,FEMENINO,1,524031,75,100%,0.0143121303892327%,,
613,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,NO,NO,SANTA MARTA,Colombia,Venezuela,FEMENINO,1,524031,75,100%,0.0143121303892327%,,
614,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,ARIGUANÍ,Colombia,Colombia,FEMENINO,1,32758,5,100%,0.0152634470968924%,,
615,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,PRIMERA INFANCIA 0 - 5,SI,NO,NO,SANTA MARTA,Colombia,Venezuela,FEMENINO,1,524031,75,100%,0.0143121303892327%,,
616,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,ACTIVO,INDAGACIÓN,SIN DATO,SI,NO,NO,SANTA MARTA,Colombia,,FEMENINO,1,524031,75,100%,0.0143121303892327%,,
617,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,INDAGACIÓN,ADULTEZ 29 - 59,SI,NO,NO,PLATO,Colombia,Colombia,MASCULINO,1,62904,11,100%,0.0174869642630039%,,
618,2019,2019,NO,NO,FEMINICIDIO ART. 104A C.P.,Magdalena,INACTIVO,INDAGACIÓN,JUVENTUD 18 - 28,SI,SI,NO,PLATO,Colombia,,FEMENINO,1,62904,11,100%,0.0174869642630039%,,
